Date,Name,Tags,Project,Description
2024/05/09 16:50 (JST) → 17:45,プログラミング応用IＡ,"Input, Lecture, Output, Productive, coding","プログラミング応用IＡ／Advanced Course in Programming I (https://www.notion.so/I-Advanced-Course-in-Programming-I-030f2bf9dce94a899022c3c29e0eaabf?pvs=21) ",
2024/05/09 14:55 (JST) → 16:40,プログラミング応用IＡ,"Input, Lecture, Output, Productive, coding","プログラミング応用IＡ／Advanced Course in Programming I (https://www.notion.so/I-Advanced-Course-in-Programming-I-030f2bf9dce94a899022c3c29e0eaabf?pvs=21) ",
2024/05/09 14:00 (JST) → 14:45,DL基礎課題,"Output, Productive, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/09 13:45 (JST) → 14:00,lunch,Life,,
2024/05/09 12:20 (JST) → 13:45,DL基礎課題,"Input, Output, Productive, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/09 11:00 (JST) → 12:20,古典力学復習,"Input, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","「古典力学（上）」（原書第3版） (https://www.notion.so/3-ecb1c4faa2774ab1af535d37dc4c3f10?pvs=21) "
2024/05/09 10:15 (JST) → 11:00,電離気体論復習,"Productive, Review","電離気体論／Ionized Gases (https://www.notion.so/Ionized-Gases-f1fe189920c9473b9ccf502d3c4148fc?pvs=21) ","気体放電論 (朝倉電気電子工学大系) (https://www.notion.so/eec9ca531fc64b97a98b14e92a4f55d6?pvs=21) "
2024/05/09 8:30 (JST) → 10:15,電離気体論,"Input, Lecture, Productive","電離気体論／Ionized Gases (https://www.notion.so/Ionized-Gases-f1fe189920c9473b9ccf502d3c4148fc?pvs=21) ",
2024/05/09 7:30 (JST) → 8:30,transfer,"English, Tranfer",,
2024/05/09 7:00 (JST) → 7:30,morning,Life,,
2024/05/08 22:00 (JST) → 22:30,utct五月祭、核融合の展示内容作る,"Output, Productive, Task",,
2024/05/08 21:15 (JST) → 22:00,環境講演会レポート,"Output, Productive","環境問題総論／An Introduction to Environmental Issues (https://www.notion.so/An-Introduction-to-Environmental-Issues-991997662c4649f1af3019dcf972bf7f?pvs=21) ",
2024/05/08 20:45 (JST) → 21:15,dinner,Life,,
2024/05/08 18:45 (JST) → 20:30,環境問題総論,"Input, Lecture, Productive","環境問題総論／An Introduction to Environmental Issues (https://www.notion.so/An-Introduction-to-Environmental-Issues-991997662c4649f1af3019dcf972bf7f?pvs=21) ",
2024/05/08 16:45 (JST) → 18:45,基礎プロレポート,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/08 14:55 (JST) → 16:40,基礎プロジェクトＡ,"Input, Lecture, Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/08 13:00 (JST) → 14:45,基礎プロジェクトＡ,"Input, Lecture, Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/08 12:15 (JST) → 12:45,lunch,Life,,
2024/05/08 10:25 (JST) → 12:10,地球科学２,"Input, Lecture, Productive","地球科学２／Earth System Science 2 (https://www.notion.so/Earth-System-Science-2-54b43820099e4c00877debe95b20aedc?pvs=21) ",
2024/05/08 10:00 (JST) → 10:25,DL基礎,"Output, Productive, Review, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/08 9:45 (JST) → 10:00,WRF,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/08 9:00 (JST) → 9:45,南出先生 1on1 mtg,"MTG, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/08 8:30 (JST) → 9:00,やっつけ仕事,"Non-Productive, Task","公孫会イベントチーム (https://www.notion.so/08230b4775a74fa1a22f231b10dc32d9?pvs=21) ",
2024/05/08 7:15 (JST) → 8:30,transfer,,,
2024/05/08 7:15 (JST) → 8:30,transfer,"English, Tranfer",,
2024/05/08 6:45 (JST) → 7:15,morning,Life,,
2024/05/07 23:15 (JST) → 2024/05/08 0:00 (JST),dinner and shower,Life,,
2024/05/07 22:30 (JST) → 23:15,transfer,"English, Tranfer",,
2024/05/07 22:00 (JST) → 22:30,transfer,"Tranfer, With friends",,
2024/05/07 20:45 (JST) → 22:00,東進地学,"Output, Productive, Task",,
2024/05/07 19:00 (JST) → 20:45,基礎プロの実験計画立てる,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/07 17:00 (JST) → 19:00,5月祭準備,"Task, With friends",,
2024/05/07 16:30 (JST) → 17:00,lunch,Life,,
2024/05/07 12:45 (JST) → 16:30,基礎プロジェクト実験計画立てる,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/07 12:15 (JST) → 12:45,やっつけ仕事,"Non-Productive, Task",,
2024/05/07 10:25 (JST) → 12:10,統計的機械学習,"Input, Lecture, Productive","統計的機械学習／Statistical Machine Learning (https://www.notion.so/Statistical-Machine-Learning-2a3ca40d3fba4a0e88dd6ac05872c5a3?pvs=21) ",
2024/05/07 8:45 (JST) → 10:15,機械材料学,"Input, Lecture, Productive","機械材料学／Mechanical properties of materials (https://www.notion.so/Mechanical-properties-of-materials-7f2df644cae54143b556fa5cca813cfb?pvs=21) ",
2024/05/07 7:45 (JST) → 8:45,transfer,"English, Tranfer",,
2024/05/06 14:45 (JST) → 15:30,transfer,Tranfer,,
2024/05/05 19:00 (JST) → 2024/05/06 14:45 (JST),星見る会,"Event, Life, With friends",,
2024/05/05 12:00 (JST) → 17:30,藤田と乾,"Event, Life, With friends",,
2024/05/05 10:15 (JST) → 11:15,機械材料レポーtぽ,"Output, Productive, Review","機械材料学／Mechanical properties of materials (https://www.notion.so/Mechanical-properties-of-materials-7f2df644cae54143b556fa5cca813cfb?pvs=21) ",
2024/05/04 22:00 (JST) → 22:30,utct weekly,"MTG, Non-Productive",,
2024/05/04 21:00 (JST) → 22:00,utct-根来さんお話会,"MTG, Non-Productive, With friends",,
2024/05/04 20:30 (JST) → 21:00,utct mtg,"MTG, Output, Productive",,
2024/05/04 19:00 (JST) → 20:30,transfer,"English, Tranfer",,
2024/05/04 17:45 (JST) → 19:00,MATLAB DL,"Input, Productive, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","MATLAB によるディープラーニング (https://www.notion.so/MATLAB-005057976d5b4e1d93688dbb6a3a1b58?pvs=21) "
2024/05/04 13:45 (JST) → 17:45,DL基礎復習,"Input, Productive, Review, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/04 12:00 (JST) → 13:45,review of basic physics,"Input, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","「古典力学（上）」（原書第3版） (https://www.notion.so/3-ecb1c4faa2774ab1af535d37dc4c3f10?pvs=21) "
2024/05/04 10:15 (JST) → 11:30,transfer,"English, Tranfer",,
2024/05/03 18:00 (JST) → 19:30,transfer,"English, Tranfer",,
2024/05/03 16:30 (JST) → 18:00,DL基礎受講,"Input, Lecture, Productive","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/03 15:45 (JST) → 16:30,システム制御理論,"Productive, Review","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ","自動制御理論(新装版) (https://www.notion.so/499bef73be72421b915c73ce9291fa00?pvs=21) "
2024/05/03 15:15 (JST) → 15:45,やっつけ仕事,Task,,
2024/05/03 13:30 (JST) → 15:15,コンピュータアーキテクチャ,"Input, Productive, Review","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) "
2024/05/03 12:00 (JST) → 13:30,電離気体論,"Productive, Review","電離気体論／Ionized Gases (https://www.notion.so/Ionized-Gases-f1fe189920c9473b9ccf502d3c4148fc?pvs=21) ","気体放電論 (朝倉電気電子工学大系) (https://www.notion.so/eec9ca531fc64b97a98b14e92a4f55d6?pvs=21) "
2024/05/03 9:45 (JST) → 12:00,review of basic physics,"Input, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","「古典力学（上）」（原書第3版） (https://www.notion.so/3-ecb1c4faa2774ab1af535d37dc4c3f10?pvs=21) "
2024/05/03 9:15 (JST) → 9:45,plan making,Journaling,,
2024/05/03 9:00 (JST) → 9:15,星野さんmtg,"MTG, Non-Productive","公孫会イベントチーム (https://www.notion.so/08230b4775a74fa1a22f231b10dc32d9?pvs=21) ",
2024/05/03 8:00 (JST) → 9:00,transfer,,,
2024/05/03 8:00 (JST) → 9:00,transfer,"English, Tranfer",,
2024/05/02 22:00 (JST) → 23:15,transfer,"English, Tranfer",,
2024/05/02 21:15 (JST) → 22:00,あべとだべる,With friends,,
2024/05/02 20:30 (JST) → 21:15,プログラミング応用課題,"Output, Productive, coding","プログラミング応用IＡ／Advanced Course in Programming I (https://www.notion.so/I-Advanced-Course-in-Programming-I-030f2bf9dce94a899022c3c29e0eaabf?pvs=21) ",
2024/05/02 20:15 (JST) → 20:30,dinner,Life,,
2024/05/02 18:45 (JST) → 20:15,五月祭の作業,"MTG, Non-Productive, With friends",,
2024/05/02 16:50 (JST) → 18:35,プログラミング応用IＡ,"Input, Lecture, Output, Productive, coding","プログラミング応用IＡ／Advanced Course in Programming I (https://www.notion.so/I-Advanced-Course-in-Programming-I-030f2bf9dce94a899022c3c29e0eaabf?pvs=21) ",
2024/05/02 14:55 (JST) → 16:40,プログラミング応用IＡ,"Input, Lecture, Output, Productive, coding","プログラミング応用IＡ／Advanced Course in Programming I (https://www.notion.so/I-Advanced-Course-in-Programming-I-030f2bf9dce94a899022c3c29e0eaabf?pvs=21) ",
2024/05/02 13:00 (JST) → 14:45,応用のための物理I（古典論）,"Input, Lecture, Non-Productive","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ",
2024/05/02 12:30 (JST) → 13:00,DL基礎,"Output, Productive, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/02 11:45 (JST) → 12:30,Minamide's group mtg,"English, Input, MTG, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/02 10:30 (JST) → 11:45,DL基礎課題,"Output, Productive, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/02 10:15 (JST) → 10:30,journaling,Journaling,,
2024/05/02 8:30 (JST) → 10:15,電離気体論,"Input, Lecture, Productive","電離気体論／Ionized Gases (https://www.notion.so/Ionized-Gases-f1fe189920c9473b9ccf502d3c4148fc?pvs=21) ",
2024/05/02 7:15 (JST) → 8:30,transfer,"English, Tranfer",,
2024/05/01 21:45 (JST) → 22:30,講演会レポート,"Output, Productive, Review",,
2024/05/01 21:15 (JST) → 21:45,実験レポート,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/01 20:45 (JST) → 21:15,dinner,Life,,
2024/05/01 18:45 (JST) → 20:45,環境問題総論,"Input, Lecture, Productive","環境問題総論／An Introduction to Environmental Issues (https://www.notion.so/An-Introduction-to-Environmental-Issues-991997662c4649f1af3019dcf972bf7f?pvs=21) ",
2024/05/01 16:50 (JST) → 18:35,基礎プロジェクトＡ,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/01 14:55 (JST) → 16:40,基礎プロジェクトＡ,"Input, Lecture, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/01 13:00 (JST) → 14:45,基礎プロジェクトＡ,"Input, Lecture, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/01 12:15 (JST) → 13:00,lunch,"Life, With friends",,
2024/05/01 10:25 (JST) → 12:10,地球科学２,"Input, Lecture, Productive","地球科学２／Earth System Science 2 (https://www.notion.so/Earth-System-Science-2-54b43820099e4c00877debe95b20aedc?pvs=21) ",
2024/05/01 8:45 (JST) → 10:25,DL基礎受講,"Input, Lecture, Productive","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/01 7:30 (JST) → 8:45,transfer,"English, Tranfer",,
2024/04/30 23:45 (JST) → 2024/05/01 0:00 (JST),shower,Life,,
2024/04/30 22:30 (JST) → 23:45,transfer,"English, Tranfer",,
2024/04/30 20:30 (JST) → 22:30,プログラミング応用,"Input, Output, Productive, coding","プログラミング応用IＡ／Advanced Course in Programming I (https://www.notion.so/I-Advanced-Course-in-Programming-I-030f2bf9dce94a899022c3c29e0eaabf?pvs=21) ",
2024/04/30 19:45 (JST) → 20:30,実験レポート,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/04/30 18:30 (JST) → 19:45,5月祭の話し合い,"MTG, With friends",,
2024/04/30 17:00 (JST) → 18:30,基礎プロレポート,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/04/30 14:55 (JST) → 16:40,システム制御工学,"Input, Lecture, Productive",,
2024/04/30 13:00 (JST) → 14:45,システム工学基礎,"Input, Lecture, Productive",,
2024/04/30 12:15 (JST) → 13:00,基礎プロレポート,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/04/30 11:45 (JST) → 12:15,lunch,"Life, With friends",,
2024/04/30 10:15 (JST) → 11:45,review of system control theory,"Input, Productive, Review","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ","自動制御理論(新装版) (https://www.notion.so/499bef73be72421b915c73ce9291fa00?pvs=21) "
2024/04/30 8:30 (JST) → 10:15,コンピュータアーキテクチャ,"Input, Lecture, Productive","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ",
2024/04/30 7:30 (JST) → 8:30,transfer,"English, Tranfer",,
2024/04/30 7:30 (JST) → 8:30,transfer,"English, Tranfer",,
2024/04/29 22:45 (JST) → 23:45,MATLAB DL,"Input, Output, Productive, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","MATLAB によるディープラーニング (https://www.notion.so/MATLAB-005057976d5b4e1d93688dbb6a3a1b58?pvs=21) "
2024/04/29 21:15 (JST) → 22:45,コンピュータアーキテクチャ復習,"Input, Productive, Review","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ",
2024/04/29 13:30 (JST) → 18:45,実験レポート,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
